movie,reviews
Little Fish,"Once you're swept up in Emma and Jude's romance - it's not hard, even though the montages veer a little too precious - the skimmed-over science matters little. This is sci-fi rooted more in feelings than fact."
Little Fish,"The film gets at the profound truth that our relationship with another person is, at its core, a collection of shared memories."
Little Fish,"""Little Fish"" is a loving ode that stands on its own as a creative, inventive romance for a broken time."
The Starling Girl,“The Starling Girl” lives and breathes through Scanlen’s stellar performance.
The Starling Girl,"Laurel Parmet makes a striking, assured feature directorial debut with “The Starling Girl,” which serves double duty in solidifying Eliza Scanlen’s already pretty solid reputation as a young actor worth watching."
The Starling Girl,"Parmet is confident enough to know that atmosphere, emotional tone and unspoken feeling can convey far more meaning than the talkiest of dialogue."
The Starling Girl,Parmet's less interested in cultish dread than a more naturalistic dullness of isolation and groupthink you'd find in any closed conservative society where women of faith have been sold a purity narrative.
The Starling Girl,It’s a refreshing change to see this milieu treated with the level of nuance that Laurel Parmet brings to “The Starling Girl.”
The Starling Girl,"The saving graces of writer-director Laurel Parmet’s debut feature are the detailed portrayal of a community the movies generally caricature and Scanlen’s intuitive, impulsive Jem."
The Starling Girl,"A tender tale, “The Starling Girl” twirls through a spate of clichés... but sticks the landing thanks to Parmet’s rapt attention to the shifting desires of her central character."
The Starling Girl,The film is an impressively complicated and compassionate drama about shame and desire.
The Starling Girl,"Scanlen shines, but everything around her is dull."
The Starling Girl,"The language and strictures of their religious community are perfectly rendered by writer and director Laurel Parmet, who captures the complicated interplay of power and immaturity that can blossom in isolated communities."
The Starling Girl,An insightful portrait of coming of age Christian.
The Starling Girl,Parmet shows dramatic confidence as she sets up a story that serves as a reminder of how dominant religion-based societies are in significant swaths of American life.
The Starling Girl,Scanlen’s work here is steeped in the feeling of a real-life being lived right in front of you.
The Starling Girl,The power of this sensitive and devilishly detailed coming-of-age drama is rooted in the friction that it finds between biblical paternalism and modern personhood.
The Starling Girl,"Scanlen can portray miles of emotional growth with a few short minutes. Films of this tricky variety often hinge on the central performance, and in her hands, it mostly works."
The Starling Girl,"Parmet’s strong script and surety behind the camera navigates the audience through this complicated story of religion and sexuality, patriarchy and power, brought to eerily accurate life by the ensemble of excellent actors."
Scrapper,"Delicately dancing the knife edge between too-cute and over-maudlin, the filmmaker and her terrific actors have given viewers that rarity in cinema: uplift without the dreary moralizing."
Scrapper,Lola Campbell just [gives] a great performance... she and Harris Dickinson have really fun chemistry.
Scrapper,I love this movie so much. This is going to end up in my top 10 list at the end of the year.
Scrapper,"Campbell is a revelation. This is her first movie role, and her performance is flawless."
Scrapper,"It’s a highly implausible scenario but, using a touch of absurdism, British writer-director Charlotte Regan pulls it off. With this sunlit film, she’s not making the usual gritty example of working-class naturalism we expect from the British."
Scrapper,"Lively, fluid camerawork by Molly Manning Walker – who recently won Un Certain Regard at Cannes with her directorial debut, How to Have Sex – chimes with the lovely two-step between Campbell and Dickenson. As plucky as the title suggests."
Scrapper,"Scrapper is a solar system of a film, with Campbell’s playful and defiant Georgie shining bright at its centre. You’ll not find many characters this year quite as likeable."
Scrapper,"Regan, a pop-promo veteran, is so invested in quirky interstitial sequences (talking spiders, fantasy outfit swaps) and Wes Anderson-style line readings that she leaves little room for engagement."
Scrapper,An amazing directorial debut.
Scrapper,"Watching these two mutually suspicious strangers stumble toward forming a family makes Scrapper an invigorating treat, like finding wild flowers bursting out of broken pavement."
Scrapper,"If you appreciate no-frills finesse, you’ll be floored."
Scrapper,"This is Regan’s first feature, and it often feels like one, in both good and bad ways."
Scrapper,"It’s colourful, tender and sweet with quirky moments that are grounded in magical rather than social realism. And it’s just 84 minutes long, which is a boon."
Scrapper,As engagingly scrappy as its name suggests — both pugnacious and fragmentary — Scrapper has plenty going for it.
Scrapper,“Scrapper” is tender without falling into sappiness.
Scrapper,Charlotte Regan’s film is a baffling clash of two incompatible visions.
Scrapper,"Just hanging out together on camera is much more difficult than it looks, and Dickinson and Campbell manage it well. Regan looks like a very impressive and capable movie talent."
Scrapper,"There are few surprises in Scrapper, except its sickly sweetness: the girl is pushy but sweet, the friend is messy but sweet, the father is tough but sweet. Everyone is sweet: so is its twee style."
Scrapper,Charlotte Regan’s debut is a captivating one thanks to the engaging two leads and the two authentic characters they portray.
